# Species	Genes	Alg.-Conn.	Arkhipov1_protein.faa	Arkhipov2_protein.faa	Arkhipov3_protein.faa	Arkhipov4_protein.faa	Arkhipov5_protein.faa
5	6	0.147	CDI85313.1	XP_013439879.1	XP_013251787.1	XP_013337201.1	XP_013357649.1,XP_037878606.1
3	3	0.289	*	XP_013438536.1	XP_013249291.1	XP_013338247.1	*
4	4	0.185	*	XP_013437704.1	XP_013252185.1	XP_013334832.1	XP_013353529.1
3	3	0.298	CDI73970.1	*	*	XP_013334725.1	XP_037878450.1
3	3	0.331	*	XP_013433677.1	XP_013246859.1	XP_013333870.1	*
4	4	0.16	CDI74400.1	*	XP_013247360.1	XP_013334633.1	XP_013354333.1
3	3	0.296	*	XP_013436969.1	XP_013250464.1	XP_013333248.1	*
3	3	0.206	*	XP_013437530.1	XP_013246677.1	XP_013333231.1	*
3	3	0.329	*	XP_013437144.1	XP_013249113.1	XP_013333906.1	*
3	3	0.29	*	XP_013434739.1	XP_013246583.1	XP_013332661.1	*
3	3	0.229	*	*	XP_013250989.1	XP_013335940.1	XP_013353493.1
3	3	0.314	*	XP_013434346.1	XP_013249985.1	XP_013334304.1	*
4	4	0.12	CDI75339.1	XP_013439635.1	XP_013252721.1	XP_013334543.1	*
3	3	0.259	CDI73908.1	*	XP_013252740.1	XP_013335240.1	*
4	4	0.167	CDI74095.1	*	XP_013246678.1	XP_013335750.1	XP_037878157.1
3	3	0.167	*	XP_013434644.1	XP_013249823.1	XP_013337895.1	*
4	4	0.0906	CDI86616.1	*	XP_013247115.1	XP_013335646.1	XP_013349942.1
3	3	0.304	*	XP_013433699.1	XP_013248783.1	XP_013332861.1	*
3	3	0.248	*	XP_013435925.1	XP_013249744.1	XP_013334072.1	*
3	3	0.195	*	XP_013434141.1	XP_013249102.1	XP_013332843.1	*
4	4	0.208	*	XP_013438157.1	XP_013251812.1	XP_013335530.1	XP_013349571.1
4	4	0.204	*	XP_013440661.1	XP_013248967.1	XP_013337757.1	XP_013352673.1
3	3	0.232	*	XP_013435940.1	*	XP_013335519.1	XP_013353021.1
3	3	0.319	*	XP_013434176.1	XP_013246623.1	XP_013338159.1	*
3	4	0.219	*	*	XP_013249258.1	XP_013335482.1	XP_013350109.1,XP_013354012.1
3	3	0.223	CDI81282.1	XP_013432636.1	XP_013252841.1	*	*
3	3	0.277	*	XP_013433991.1	XP_013246662.1	XP_013332687.1	*
3	3	0.261	*	XP_013433713.1	XP_013246667.1	XP_013335408.1	*
3	3	0.264	CDI85095.1	XP_013440066.1	*	*	XP_013354658.1
3	3	0.303	*	XP_013436212.1	*	XP_013335234.1	XP_013349764.1
4	4	0.141	CDI75666.1	XP_013433567.1	XP_013253011.1	XP_013335052.1	*
3	3	0.101	*	XP_013433689.1	XP_013247254.1	XP_013335480.1	*
4	4	0.242	CDI83404.1	*	XP_013247566.1	XP_013332725.1	XP_037878657.1
3	3	0.2	*	XP_013432717.1	XP_013249121.1	XP_013333036.1	*
3	3	0.288	*	XP_013437901.1	*	XP_013334040.1	XP_013350434.1
3	3	0.163	*	XP_013436010.1	XP_013248598.1	XP_013332658.1	*
4	4	0.197	*	XP_013438141.1	XP_013249479.1	XP_013332792.1	XP_013357847.1
3	3	0.262	CDI85684.1	*	*	XP_013334505.1	XP_013351518.1
3	3	0.297	*	*	XP_013248571.1	XP_013332797.1	XP_013353615.1
3	3	0.156	*	XP_013438273.1	XP_013250269.1	XP_013333084.1	*
3	3	0.223	*	XP_013436283.1	XP_013248527.1	XP_013332717.1	*
3	3	0.0861	*	XP_013438399.1	XP_013248494.1	XP_013332833.1	*
3	3	0.294	*	XP_013436455.1	XP_013247248.1	XP_013336456.1	*
3	3	0.31	*	XP_013439773.1	*	XP_013334132.1	XP_013355361.1
4	4	0.147	CDI79543.1	*	XP_013251409.1	XP_013333889.1	XP_013352035.1
4	4	0.0734	*	XP_013432605.1	XP_013250841.1	XP_013333970.1	XP_013354714.1
4	4	0.228	*	XP_013440823.1	XP_013250117.1	XP_013332859.1	XP_013353092.1
3	3	0.152	*	XP_013438014.1	XP_013247301.1	XP_013334930.1	*
3	3	0.108	*	XP_013438863.1	XP_013248409.1	XP_013336376.1	*
3	3	0.147	*	XP_013435316.1	XP_013248342.1	XP_013333260.1	*
3	3	0.208	*	*	XP_013250963.1	XP_013332876.1	XP_013349579.1
3	3	0.257	*	XP_013434556.1	XP_013247338.1	XP_013333506.1	*
3	3	0.264	*	XP_013435302.1	XP_013248312.1	XP_013333941.1	*
4	4	0.0418	CDI75321.1	*	XP_013251306.1	XP_013333917.1	XP_013354465.1
4	4	0.0562	*	XP_013439291.1	XP_013251304.1	XP_013333915.1	XP_013350013.1
4	4	0.176	*	XP_013433478.1	XP_013252671.1	XP_013332613.1	XP_013350539.1
3	3	0.188	CDI85443.1	*	XP_013250376.1	*	XP_013350722.1
3	3	0.208	*	XP_013437765.1	XP_013253095.1	XP_013332705.1	*
3	3	0.197	CDI85461.1	*	XP_013251994.1	*	XP_013350305.1
3	3	0.258	*	XP_013438035.1	XP_013249073.1	XP_013334392.1	*
3	3	0.0956	*	XP_013433216.1	XP_013246944.1	XP_013332975.1	*
4	4	0.243	*	XP_013438204.1	XP_013249863.1	XP_013334510.1	XP_013351028.1
3	3	0.103	*	XP_013436141.1	XP_013249054.1	XP_013334847.1	*
3	3	0.31	*	XP_013435308.1	XP_013249019.1	XP_013334218.1	*
4	4	0.18	CDI85555.1	*	XP_013252243.1	XP_013334282.1	XP_013352845.1
5	6	0.167	CDI85588.1	XP_013439788.1	XP_013249846.1	XP_013337542.1	XP_013356839.1,XP_013350426.1
3	3	0.24	*	XP_013435253.1	XP_013250005.1	XP_013334491.1	*
3	3	0.309	*	*	XP_013247718.1	XP_013332648.1	XP_037878987.1
3	3	0.261	*	*	XP_013248730.1	XP_013332664.1	XP_013352786.1
3	3	0.259	*	XP_013437715.1	XP_013248793.1	XP_013334188.1	*
3	3	0.281	*	XP_013437479.1	XP_013248791.1	XP_013336149.1	*
3	3	0.129	*	XP_013439005.1	XP_013248705.1	XP_013335241.1	*
4	4	0.0969	*	XP_013434732.1	XP_013251372.1	XP_013332667.1	XP_013353164.1
4	4	0.155	CDI86271.1	XP_013438788.1	XP_013250692.1	*	XP_013353349.1
3	3	0.232	*	*	XP_013252955.1	XP_013334182.1	XP_013356454.1
4	4	0.175	*	XP_013437769.1	XP_013246511.1	XP_013332707.1	XP_013349513.1
3	3	0.261	*	XP_013439861.1	*	XP_013334168.1	XP_013354002.1
3	3	0.271	*	XP_013438651.1	XP_013247143.1	XP_013332722.1	*
3	3	0.308	*	*	XP_013248568.1	XP_013337329.1	XP_013353807.1
3	3	0.31	*	XP_013435578.1	XP_013251152.1	XP_013338300.1	*
4	4	0.313	*	XP_013433777.1	XP_013250824.1	XP_013337425.1	XP_013352168.1
3	3	0.223	*	XP_013437058.1	XP_013251142.1	XP_013334091.1	*
4	4	0.185	CDI84710.1	XP_013439828.1	XP_013251624.1	XP_013334327.1	*
4	4	0.143	CDI84781.1	XP_013439373.1	XP_013250779.1	XP_013338201.1	*
3	3	0.328	CDI76636.1	XP_013440215.1	*	*	XP_013352102.1
3	3	0.267	*	*	XP_013250306.1	XP_013337377.1	XP_013350956.1
4	4	0.0955	CDI75042.1	*	XP_013253331.1	XP_013337363.1	XP_037878244.1
3	3	0.172	*	XP_013434667.1	XP_013251024.1	XP_013336830.1	*
3	3	0.318	CDI82648.1	*	*	XP_013338174.1	XP_037878787.1
3	3	0.265	*	*	XP_013251579.1	XP_013337342.1	XP_013350081.1
3	3	0.137	*	XP_013434776.1	XP_013249525.1	XP_013333604.1	*
4	4	0.149	CDI80145.1	XP_013439492.1	XP_013251757.1	XP_013334859.1	*
3	3	0.297	*	*	XP_013249488.1	XP_013337245.1	XP_013356650.1
3	3	0.3	*	*	XP_013250601.1	XP_013337237.1	XP_013351918.1
4	4	0.164	*	XP_013440257.1	XP_013253299.1	XP_013338593.1	XP_013351052.1
3	3	0.189	*	*	XP_013250630.1	XP_013337128.1	XP_037877891.1
3	3	0.283	*	*	XP_013252729.1	XP_013337102.1	XP_013352407.1
4	4	0.164	CDI74816.1	*	XP_013248583.1	XP_013337020.1	XP_013354216.1
2	3	0.329	*	XP_013438999.1,XP_013440184.1	XP_013250758.1	*	*
4	4	0.0907	*	XP_013438017.1	XP_013249071.1	XP_013337019.1	XP_013354215.1
3	3	0.211	CDI83403.1	*	XP_013247142.1	*	XP_037879017.1
4	4	0.177	*	XP_013439982.1	XP_013248814.1	XP_013338066.1	XP_013353824.1
3	3	0.285	*	XP_013439401.1	XP_013252842.1	XP_013333656.1	*
4	4	0.0998	CDI82794.1	XP_013439986.1	XP_013249304.1	XP_013338065.1	*
3	3	0.103	*	XP_013437329.1	XP_013251616.1	XP_013338083.1	*
3	3	0.291	*	XP_013440160.1	XP_013250947.1	*	XP_013355410.1
3	3	0.316	*	XP_013436188.1	XP_013251571.1	XP_013336646.1	*
3	3	0.186	*	XP_013437263.1	XP_013251489.1	XP_013333611.1	*
3	3	0.146	CDI86811.1	XP_013435101.1	XP_013251282.1	*	*
4	4	0.127	CDI87073.1	*	XP_013252943.1	XP_013336583.1	XP_013354837.1
4	4	0.067	*	XP_013438722.1	XP_013253064.1	XP_013337598.1	XP_013350012.1
4	4	0.159	*	XP_013440287.1	XP_013251017.1	XP_013333630.1	XP_037878309.1
3	3	0.162	CDI83183.1	XP_013433556.1	XP_013251321.1	*	*
3	3	0.286	CDI81996.1	*	XP_013249998.1	*	XP_013351154.1
3	3	0.321	*	XP_013433897.1	XP_013251367.1	XP_013335452.1	*
3	3	0.295	*	XP_013436940.1	XP_013251361.1	XP_013335999.1	*
3	3	0.278	*	XP_013434182.1	XP_013247176.1	XP_013338163.1	*
3	3	0.307	*	XP_013440721.1	XP_013251331.1	XP_013337590.1	*
3	3	0.157	*	XP_013436787.1	XP_013249074.1	XP_013338184.1	*
4	4	0.138	CDI75566.1	XP_013433895.1	XP_013251370.1	XP_013335454.1	*
3	3	0.233	*	XP_013433351.1	XP_013251302.1	XP_013335118.1	*
3	3	0.302	CDI82224.1	*	XP_013251293.1	*	XP_013355722.1
4	4	0.129	CDI87367.1	XP_013440204.1	XP_013251649.1	*	XP_013355252.1
3	3	0.254	*	XP_013434368.1	XP_013249293.1	XP_013333431.1	*
3	3	0.234	*	XP_013440615.1	XP_013250016.1	XP_013338442.1	*
2	3	0.328	CDI84417.1	*	*	*	XP_013355675.1,XP_013358098.1
3	3	0.23	*	XP_013440773.1	XP_013248989.1	XP_013333480.1	*
3	3	0.243	*	XP_013437854.1	XP_013252932.1	XP_013333441.1	*
3	3	0.234	*	XP_013435662.1	XP_013248186.1	XP_013338531.1	*
3	3	0.266	*	XP_013438213.1	XP_013252508.1	XP_013338503.1	*
3	3	0.249	*	XP_013438677.1	XP_013249077.1	XP_013338534.1	*
5	6	0.107	CDI84687.1	XP_013434457.1,XP_013436687.1	XP_013253129.1	XP_013332750.1	XP_013355569.1
4	4	0.136	*	XP_013436685.1	XP_013246523.1	XP_013336289.1	XP_013353432.1
3	4	0.245	CDI86806.1	*	XP_013248558.1	*	XP_013358096.1,XP_013352331.1
4	4	0.22	CDI86771.1	XP_013436872.1	XP_013248841.1	*	XP_013354270.1
3	3	0.326	*	XP_013435507.1	XP_013250510.1	XP_013338333.1	*
3	3	0.272	CDI87618.1	*	XP_013252428.1	XP_013333643.1	*
3	3	0.201	*	*	XP_013251296.1	XP_013333745.1	XP_013349854.1
4	4	0.0971	CDI73989.1	XP_013438356.1	XP_013246702.1	XP_013338608.1	*
3	3	0.273	*	XP_013440086.1	XP_013252541.1	XP_013338611.1	*
3	3	0.265	*	XP_013438605.1	XP_013250255.1	XP_013334595.1	*
3	3	0.16	*	XP_013439707.1	XP_013250094.1	XP_013336849.1	*
3	3	0.33	CDI84879.1	*	XP_013246564.1	*	XP_013357305.1
3	3	0.197	*	XP_013440564.1	XP_013247810.1	*	XP_013352761.1
3	3	0.331	*	XP_013437037.1	XP_013250060.1	XP_013332682.1	*
4	4	0.13	*	XP_013439243.1	XP_013251298.1	XP_013335972.1	XP_013354097.1
3	3	0.116	*	XP_013440922.1	XP_013251661.1	XP_013333392.1	*
4	4	0.0863	*	XP_013434423.1	XP_013250719.1	XP_013336780.1	XP_013353145.1
4	4	0.208	CDI83700.1	*	XP_013249769.1	XP_013338394.1	XP_013352313.1
3	3	0.278	*	*	XP_013251065.1	XP_013336977.1	XP_013351227.1
3	3	0.258	*	XP_013438790.1	XP_013250690.1	XP_013335846.1	*
3	3	0.273	*	XP_013440048.1	XP_013248134.1	XP_013333306.1	*
3	3	0.143	*	XP_013438795.1	XP_013250686.1	XP_013337147.1	*
3	3	0.309	*	*	XP_013248136.1	XP_013336935.1	XP_013356756.1
4	4	0.0982	*	XP_013437350.1	XP_013246968.1	XP_013336911.1	XP_013356832.1
4	4	0.0341	*	XP_013440120.1	XP_013251509.1	XP_013336867.1	XP_013352210.1
3	3	0.247	*	*	XP_013247864.1	XP_013336843.1	XP_013357196.1
3	3	0.209	*	XP_013436590.1	XP_013250010.1	XP_013338310.1	*
3	3	0.221	CDI74581.1	XP_013434639.1	XP_013251914.1	*	*
4	4	0.068	*	XP_013436340.1	XP_013251694.1	XP_013337833.1	XP_037878850.1
3	3	0.318	*	XP_013437819.1	XP_013250612.1	XP_013337115.1	*
3	3	0.174	*	*	XP_013246615.1	XP_013336778.1	XP_013353085.1
3	3	0.198	*	XP_013438195.1	XP_013250583.1	XP_013333597.1	*
3	3	0.328	*	XP_013440308.1	*	XP_013338374.1	XP_013355565.1
3	3	0.262	*	XP_013433140.1	*	XP_013336761.1	XP_013354748.1
3	3	0.253	*	XP_013437224.1	XP_013252613.1	XP_013338345.1	*
3	3	0.296	CDI85515.1	XP_013440312.1	*	*	XP_013355087.1
4	4	0.125	*	XP_013440355.1	XP_013246626.1	XP_013332985.1	XP_037878451.1
3	3	0.218	CDI82706.1	XP_013432913.1	XP_013251970.1	*	*
3	3	0.304	*	XP_013437535.1	XP_013249145.1	XP_013333528.1	*
3	3	0.268	*	XP_013437399.1	XP_013250513.1	XP_013334477.1	*
3	3	0.135	CDI74526.1	XP_013436007.1	XP_013246580.1	*	*
4	4	0.0906	CDI74439.1	XP_013435603.1	XP_013248260.1	XP_013337234.1	*
3	3	0.264	*	XP_013433438.1	XP_013247664.1	*	XP_013352240.1
3	4	0.245	*	XP_013433450.1,XP_013433431.1	XP_013252220.1	*	XP_013353371.1
4	4	0.111	CDI74429.1	XP_013438692.1	XP_013250274.1	XP_013337695.1	*
4	4	0.11	CDI87904.1	XP_013434832.1	XP_013248418.1	XP_013337577.1	*
3	3	0.153	CDI87940.1	XP_013435667.1	XP_013249352.1	*	*
3	3	0.296	*	XP_013438884.1	XP_013248375.1	XP_013336201.1	*
4	4	0.0745	*	XP_013433325.1	XP_013247928.1	XP_013338481.1	XP_037878928.1
4	4	0.0977	CDI74671.1	*	XP_013253179.1	XP_013334247.1	XP_013356568.1
3	3	0.225	CDI74161.1	XP_013435938.1	XP_013247441.1	*	*
3	3	0.101	CDI86690.1	XP_013434551.1	XP_013246556.1	*	*
4	4	0.0597	CDI79043.1	XP_013438122.1	XP_013246572.1	XP_013337495.1	*
4	4	0.162	*	XP_013433451.1	XP_013252218.1	XP_013333997.1	XP_013353370.1
2	3	0.333	CDI74718.1	*	*	*	XP_013351291.1,XP_013357784.1
4	4	0.165	CDI73952.1	XP_013440679.1	XP_013250200.1	XP_013336209.1	*
4	4	0.0852	CDI86283.1	XP_013435159.1	XP_013246639.1	XP_013334922.1	*
4	4	0.209	CDI74010.1	XP_013438742.1	XP_013246797.1	XP_013336678.1	*
3	3	0.173	*	XP_013438729.1	XP_013247041.1	XP_013334393.1	*
3	3	0.227	CDI85759.1	*	XP_013246707.1	XP_013332989.1	*
4	4	0.109	CDI73867.1	XP_013441018.1	XP_013250081.1	XP_013332744.1	*
3	3	0.171	CDI73765.1	XP_013440724.1	XP_013252411.1	*	*
3	3	0.0711	CDI73760.1	XP_013439381.1	*	XP_013337651.1	*
3	3	0.32	CDI73836.1	XP_013436681.1	*	XP_013336285.1	*
3	3	0.184	CDI74722.1	XP_013433907.1	*	XP_013334301.1	*
4	4	0.159	*	XP_013437245.1	XP_013248581.1	XP_013333155.1	XP_013352502.1
3	3	0.218	*	XP_013433644.1	XP_013247477.1	XP_013335888.1	*
4	4	0.219	CDI75085.1	XP_013435824.1	XP_013249507.1	XP_013336086.1	*
3	3	0.311	*	XP_013434427.1	XP_013250417.1	XP_013335893.1	*
2	3	0.326	CDI85974.1	*	*	*	XP_013355727.1,XP_037878498.1
3	3	0.293	CDI87395.1	XP_013434672.1	*	XP_013337474.1	*
3	3	0.29	CDI74874.1	XP_013438310.1	*	XP_013333516.1	*
4	4	0.121	*	XP_013434147.1	XP_013247398.1	XP_013333448.1	XP_013355791.1
4	4	0.212	CDI74584.1	XP_013434366.1	XP_013248940.1	XP_013332951.1	*
3	3	0.31	*	XP_013433735.1	XP_013251021.1	XP_013335960.1	*
4	4	0.216	*	XP_013434077.1	XP_013252639.1	XP_013336494.1	XP_013354916.1
4	4	0.0778	CDI74765.1	XP_013433936.1	XP_013250434.1	XP_013334160.1	*
3	3	0.32	CDI75607.1	XP_013432871.1	XP_013246809.1	*	*
4	4	0.145	CDI74478.1	XP_013435767.1	*	XP_013333369.1	XP_013357691.1
3	3	0.301	*	XP_013436269.1	XP_013249422.1	XP_013334582.1	*
3	3	0.154	*	*	XP_013252343.1	XP_013333148.1	XP_013356776.1
3	3	0.149	*	XP_013439188.1	XP_013252571.1	XP_013335996.1	*
3	3	0.19	*	XP_013433961.1	*	XP_013332967.1	XP_013356992.1
4	4	0.0969	CDI74551.1	XP_013435356.1	XP_013252971.1	XP_013334516.1	*
2	3	0.333	*	XP_013433792.1	*	*	XP_013353723.1,XP_013355434.1
3	3	0.309	*	XP_013433775.1	*	XP_013337426.1	XP_013350147.1
4	4	0.0837	*	XP_013437722.1	XP_013250083.1	XP_013332745.1	XP_013357775.1
3	3	0.328	*	*	XP_013252384.1	XP_013333139.1	XP_037878811.1
4	4	0.0778	CDI87637.1	XP_013434361.1	XP_013250975.1	XP_013337936.1	*
3	3	0.267	*	*	XP_013251770.1	XP_013333011.1	XP_013349521.1
3	3	0.298	*	*	XP_013252233.1	XP_013333472.1	XP_013354253.1
2	3	0.333	*	*	XP_013252176.1	*	XP_013350726.1,XP_037878087.1
3	3	0.267	*	XP_013432531.1	XP_013249324.1	*	XP_013352584.1
4	4	0.0783	CDI86105.1	XP_013434536.1	XP_013247266.1	XP_013338207.1	*
3	3	0.177	CDI87023.1	*	XP_013247273.1	XP_013335721.1	*
4	4	0.21	CDI87021.1	XP_013436741.1	XP_013247274.1	XP_013335722.1	*
4	4	0.0994	CDI75074.1	*	XP_013249060.1	XP_013333527.1	XP_013357028.1
3	4	0.216	CDI73960.1	*	XP_013247302.1	XP_013337632.1,XP_013336673.1	*
3	3	0.205	*	XP_013437976.1	XP_013251858.1	*	XP_013350449.1
4	4	0.0446	CDI75058.1	XP_013433185.1	XP_013247314.1	XP_013333751.1	*
4	4	0.199	CDI75116.1	XP_013438994.1	*	XP_013332910.1	XP_013352603.1
3	3	0.0678	CDI81038.1	*	XP_013251839.1	*	XP_013357213.1
3	3	0.256	*	XP_013438207.1	XP_013249067.1	*	XP_013353036.1
4	4	0.135	CDI85998.1	XP_013438751.1	XP_013247323.1	XP_013333572.1	*
3	3	0.227	CDI75067.1	XP_013440278.1	XP_013247336.1	*	*
4	4	0.107	*	XP_013438737.1	XP_013251594.1	XP_013333038.1	XP_013355956.1
3	3	0.299	CDI75157.1	XP_013435554.1	*	*	XP_013358037.1
3	3	0.291	CDI84604.1	*	XP_013251521.1	*	XP_037877970.1
4	4	0.122	*	XP_013435632.1	XP_013251480.1	XP_013336428.1	XP_013354556.1
3	3	0.272	*	XP_013436996.1	XP_013247788.1	XP_013336785.1	*
3	3	0.255	CDI84602.1	XP_013435623.1	*	XP_013336795.1	*
3	3	0.262	*	XP_013438351.1	XP_013251250.1	*	XP_013350050.1
4	4	0.175	CDI75209.1	*	XP_013249498.1	XP_013334046.1	XP_013352412.1
3	3	0.292	CDI80093.1	XP_013436886.1	XP_013247510.1	*	*
3	3	0.279	*	XP_013436472.1	XP_013252988.1	*	XP_013354729.1
3	3	0.152	CDI73660.1	XP_013438945.1	*	XP_013335738.1	*
3	3	0.249	*	XP_013437194.1	XP_013252534.1	XP_013332995.1	*
3	3	0.11	*	XP_013434044.1	XP_013250570.1	XP_013336380.1	*
3	3	0.295	CDI79789.1	*	XP_013246950.1	XP_013336965.1	*
3	3	0.297	CDI75894.1	*	XP_013253312.1	*	XP_013355454.1
3	3	0.305	CDI74351.1	*	XP_013253256.1	*	XP_013357515.1
2	3	0.329	*	XP_013432816.1	*	*	XP_013349873.1,XP_013355745.1
3	3	0.299	CDI87243.1	*	XP_013247002.1	XP_013334106.1	*
3	3	0.215	*	*	XP_013253138.1	XP_013338576.1	XP_013351806.1
3	3	0.22	CDI84974.1	XP_013438633.1	XP_013247036.1	*	*
4	4	0.119	*	XP_013432781.1	XP_013252581.1	XP_013333497.1	XP_013350023.1
3	3	0.296	CDI84789.1	XP_013434209.1	*	*	XP_013351034.1
3	3	0.327	*	XP_013439977.1	XP_013249233.1	XP_013334250.1	*
3	3	0.263	*	XP_013439392.1	XP_013250966.1	XP_013336533.1	*
3	3	0.173	CDI74963.1	XP_013436349.1	*	*	XP_037878336.1
4	4	0.0932	*	XP_013432733.1	XP_013252098.1	XP_013333820.1	XP_013350789.1
3	3	0.306	*	*	XP_013252895.1	XP_013338169.1	XP_013353158.1
4	4	0.21	*	XP_013437254.1	XP_013246990.1	XP_013333099.1	XP_013356336.1
3	3	0.166	CDI86426.1	*	XP_013247161.1	XP_013333277.1	*
4	4	0.0603	CDI87327.1	XP_013436737.1	XP_013247190.1	XP_013337654.1	*
4	4	0.142	*	XP_013438160.1	XP_013251808.1	XP_013335527.1	XP_013356146.1
3	3	0.113	*	*	XP_013252587.1	XP_013335121.1	XP_013352063.1
4	4	0.175	CDI82899.1	XP_013438760.1	XP_013247216.1	XP_013335206.1	*
3	3	0.218	*	XP_013435538.1	XP_013249631.1	*	XP_013355852.1
3	3	0.264	*	XP_013432889.1	XP_013249765.1	XP_013335227.1	*
3	3	0.204	CDI85655.1	XP_013439145.1	*	XP_013337033.1	*
4	4	0.158	CDI81641.1	XP_013435136.1	XP_013248631.1	XP_013335080.1	*
3	3	0.281	*	XP_013435969.1	XP_013248644.1	*	XP_013352440.1
4	4	0.213	CDI81377.1	XP_013436209.1	XP_013252286.1	XP_013335233.1	*
4	4	0.208	*	XP_013435885.1	XP_013248077.1	XP_013334142.1	XP_013352428.1
4	4	0.18	CDI85024.1	XP_013436659.1	XP_013250453.1	*	XP_013351757.1
3	3	0.207	*	XP_013436704.1	*	XP_013334498.1	XP_013356730.1
3	3	0.266	*	XP_013436729.1	XP_013252277.1	*	XP_013353093.1
3	3	0.123	*	XP_013436736.1	*	XP_013338239.1	XP_013354680.1
3	3	0.291	*	XP_013432888.1	XP_013249764.1	XP_013334906.1	*
3	3	0.33	*	XP_013435543.1	XP_013250180.1	*	XP_013355597.1
3	3	0.291	*	XP_013436634.1	XP_013249854.1	*	XP_013352632.1
3	3	0.233	*	XP_013439430.1	XP_013247979.1	XP_013334866.1	*
4	4	0.0657	CDI86186.1	XP_013434429.1	XP_013250415.1	XP_013336043.1	*
4	4	0.153	CDI80289.1	XP_013435737.1	XP_013252894.1	XP_013338168.1	*
3	3	0.227	*	XP_013433712.1	XP_013246668.1	XP_013335409.1	*
3	3	0.29	*	XP_013435472.1	XP_013251836.1	*	XP_013357802.1
3	3	0.277	*	XP_013441063.1	XP_013249542.1	XP_013334817.1	*
2	3	0.328	*	XP_013435372.1	*	*	XP_013354450.1,XP_013354891.1
3	3	0.189	CDI74258.1	XP_013435365.1	*	*	XP_013357377.1
4	4	0.244	*	XP_013436977.1	XP_013251470.1	XP_013332599.1	XP_013355712.1
3	3	0.243	CDI78904.1	XP_013439057.1	XP_013248235.1	*	*
3	3	0.324	*	XP_013433898.1	XP_013251366.1	XP_013335451.1	*
4	4	0.103	*	XP_013436305.1	XP_013252376.1	XP_013337926.1	XP_013351549.1
3	3	0.289	CDI84857.1	XP_013433035.1	XP_013252563.1	*	*
4	4	0.168	*	XP_013436500.1	XP_013251214.1	XP_013333911.1	XP_013353511.1
4	4	0.175	CDI84829.1	XP_013439783.1	XP_013249841.1	XP_013336666.1	*
3	3	0.213	*	XP_013432703.1	XP_013249623.1	XP_013335048.1	*
3	3	0.314	*	XP_013441023.1	XP_013251822.1	XP_013335064.1	*
3	3	0.24	CDI84683.1	XP_013435121.1	*	XP_013333727.1	*
3	3	0.29	CDI85051.1	XP_013441048.1	*	XP_013336109.1	*
3	3	0.241	*	XP_013436417.1	*	XP_013337097.1	XP_037878665.1
3	3	0.19	*	XP_013436362.1	XP_013252938.1	*	XP_013350290.1
3	3	0.127	*	XP_013434592.1	XP_013246943.1	XP_013335097.1	*
4	4	0.219	CDI83135.1	XP_013433494.1	XP_013249794.1	XP_013337536.1	*
4	4	0.129	CDI78046.1	XP_013435444.1	XP_013249281.1	XP_013336005.1	*
3	3	0.267	CDI73697.1	*	XP_013250048.1	*	XP_013352504.1
4	4	0.182	*	XP_013436301.1	XP_013250232.1	XP_013334313.1	XP_013358107.1
3	3	0.167	*	XP_013434227.1	XP_013252127.1	XP_013335145.1	*
3	3	0.27	CDI74296.1	XP_013436624.1	*	*	XP_013356947.1
3	3	0.135	*	XP_013439064.1	XP_013247719.1	XP_013338412.1	*
3	3	0.306	*	XP_013436174.1	*	XP_013336233.1	XP_013357125.1
3	3	0.26	*	XP_013436800.1	XP_013249687.1	XP_013335158.1	*
4	4	0.219	*	XP_013436134.1	XP_013252694.1	XP_013337674.1	XP_013354417.1
3	3	0.327	*	XP_013436132.1	XP_013252692.1	*	XP_013350366.1
4	4	0.0904	CDI85540.1	XP_013440702.1	XP_013251894.1	XP_013338073.1	*
3	3	0.222	CDI82104.1	XP_013436831.1	XP_013251058.1	*	*
3	3	0.279	CDI73699.1	*	*	XP_013333328.1	XP_013352152.1
3	3	0.325	*	XP_013439019.1	XP_013247765.1	XP_013337334.1	*
4	4	0.137	CDI75520.1	XP_013433052.1	XP_013248051.1	XP_013336888.1	*
4	4	0.133	*	XP_013434541.1	XP_013252927.1	XP_013332779.1	XP_013352347.1
3	3	0.305	*	XP_013437064.1	XP_013249148.1	XP_013335665.1	*
3	3	0.2	CDI75890.1	XP_013439042.1	*	XP_013335726.1	*
4	4	0.144	*	XP_013434396.1	XP_013251592.1	XP_013334522.1	XP_013353811.1
3	3	0.222	*	XP_013437304.1	XP_013249894.1	XP_013335768.1	*
4	4	0.15	*	XP_013437468.1	XP_013246804.1	XP_013335854.1	XP_013354016.1
4	4	0.0331	CDI87163.1	XP_013441072.1	XP_013249592.1	XP_013332932.1	*
3	3	0.296	*	*	XP_013249150.1	XP_013333318.1	XP_013357575.1
3	3	0.264	CDI74232.1	*	XP_013251890.1	*	XP_013356984.1
3	3	0.312	*	XP_013439519.1	XP_013247641.1	XP_013335802.1	*
4	4	0.179	CDI86987.1	XP_013436825.1	XP_013252716.1	XP_013334537.1	*
4	4	0.152	CDI74266.1	*	XP_013253297.1	XP_013338267.1	XP_037878392.1
3	3	0.274	*	XP_013437906.1	XP_013250171.1	XP_013334652.1	*
4	4	0.144	CDI74289.1	XP_013437171.1	XP_013251085.1	*	XP_013352437.1
2	3	0.333	*	XP_013434293.1	*	*	XP_013357445.1,XP_037878950.1
3	3	0.302	CDI87311.1	XP_013434851.1	XP_013250800.1	*	*
